recency,sales,zip_code,newbie,channel,segment,product_category,age,frequency,gender
12,64.72,Surburban,1,Web,Single,2,23,9,male
8,203.87,Surburban,0,Web,Married with children,1,30,3,male
3,72.86,Urban,0,Brick&Mortar,Single,6,53,1,male
1,71.31,Surburban,1,Brick&Mortar,Single,3,42,6,male
10,223.37,Urban,0,Social,Married,2,31,3,both
1,417.79,Surburban,0,Social,Married,3,35,7,female
9,361.17,Surburban,0,Brick&Mortar,Single,1,35,4,female
9,132.17,Surburban,1,Web,Married with children,5,53,1,male
10,29.99,Urban,1,Web,Single,1,29,1,male
11,231.26,Rural,1,Social,Married,2,21,6,male
5,99.55,Rural,0,Brick&Mortar,Married with children,4,33,5,male
6,70.71,Surburban,0,Web,Single,5,51,10,male
9,910.07,Surburban,1,Social,Married with children,4,41,8,both
12,29.99,Surburban,0,Web,Married with children,6,50,9,female
10,480.88,Urban,0,Social,Single,6,41,2,female
11,98.65,Surburban,1,Brick&Mortar,Married,1,29,4,female
1,47.21,Surburban,1,Brick&Mortar,Married,3,37,9,female
4,145.29,Urban,1,Web,Single,1,18,2,male
1,79.44,Rural,1,Web,Married with children,6,49,8,female
3,128.74,Surburban,0,Web,Single,6,51,2,male
1,592.03,Urban,1,Social,Single,4,38,3,female
10,233.44,Rural,0,Web,Married with children,6,50,10,female
9,29.99,Surburban,0,Web,Married with children,1,30,9,female
3,29.99,Urban,1,Brick&Mortar,Married with children,3,34,1,female
9,37.1,Urban,0,Web,Married,2,22,9,female
9,705.42,Urban,1,Brick&Mortar,Married with children,3,37,6,female
4,29.99,Urban,0,Web,Married,6,47,9,female
1,362.93,Surburban,1,Social,Married,2,27,7,male
2,29.99,Urban,1,Web,Single,1,24,5,male
2,228.93,Surburban,0,Web,Single,5,45,4,both
5,445.3,Urban,1,Brick&Mortar,Married with children,2,21,5,both
5,32.47,Urban,1,Web,Single,1,43,6,female
3,29.99,Urban,0,Brick&Mortar,Single,2,25,6,male
8,740.23,Surburban,1,Brick&Mortar,Married,5,55,9,both
3,60.82,Urban,0,Web,Married,5,19,8,male
2,228.39,Surburban,0,Social,Married,4,36,6,both
9,29.99,Surburban,1,Brick&Mortar,Married,5,50,10,female
10,29.99,Rural,1,Brick&Mortar,Married,5,46,4,female
6,217.45,Rural,0,Brick&Mortar,Married,2,25,7,female
7,200.11,Urban,0,Web,Married,1,23,4,female
11,118.35,Urban,1,Brick&Mortar,Married,3,38,3,male
5,374.5,Surburban,0,Brick&Mortar,Married with children,6,19,5,male
11,101.61,Rural,1,Brick&Mortar,Married,2,20,4,female
6,283.38,Urban,0,Social,Married,1,25,5,male
1,252.86,Surburban,0,Social,Married with children,5,24,3,female
10,186.38,Urban,0,Web,Single,2,40,3,male
11,29.99,Surburban,1,Brick&Mortar,Single,6,47,4,female
1,65.3,Rural,1,Web,Married with children,4,28,4,female
3,363.14,Surburban,0,Brick&Mortar,Married,6,47,9,female
4,153.29,Rural,0,Web,Single,1,25,4,female
2,111.16,Surburban,1,Web,Married with children,4,39,7,female
5,550.72,Urban,1,Social,Single,2,42,3,female
5,210.84,Urban,1,Web,Married with children,5,34,7,both
7,659.52,Rural,1,Web,Married with children,1,24,7,male
5,589.55,Urban,1,Web,Married with children,1,20,2,female
7,642.26,Surburban,1,Social,Single,3,37,3,both
3,649.19,Urban,1,Web,Married,1,20,5,male
9,29.99,Surburban,0,Web,Single,1,20,2,male
10,34.49,Rural,0,Brick&Mortar,Married with children,6,54,1,female
1,467.93,Surburban,0,Social,Single,1,37,6,male
4,38.15,Surburban,1,Brick&Mortar,Married,2,49,6,female
8,156.37,Surburban,0,Web,Married,1,34,8,female
7,48.43,Urban,1,Web,Married,6,47,8,male
11,192.79,Urban,0,Web,Single,4,51,6,male
11,150.14,Urban,0,Web,Married,6,46,8,female
10,91.58,Surburban,0,Web,Single,6,53,7,male
4,264.09,Urban,1,Brick&Mortar,Married with children,2,45,9,male
3,523.58,Urban,1,Brick&Mortar,Married with children,5,31,1,male
4,331.36,Urban,1,Brick&Mortar,Single,6,47,3,male
6,110.38,Surburban,0,Web,Married,2,46,7,male
2,29.99,Surburban,0,Web,Married with children,6,55,10,male
6,426.8,Urban,1,Brick&Mortar,Single,4,38,2,male
9,285.74,Surburban,0,Brick&Mortar,Married with children,2,27,6,male
2,176.85,Urban,1,Web,Married with children,1,33,1,male
1,1170.05,Urban,1,Social,Married,4,32,10,female
5,323.52,Rural,0,Web,Single,2,52,7,both
1,423.23,Urban,0,Brick&Mortar,Married,5,52,1,male
2,219.43,Surburban,1,Social,Single,1,24,1,female
5,36.21,Rural,1,Brick&Mortar,Married with children,4,36,6,male
4,298.47,Urban,1,Brick&Mortar,Single,2,39,6,both
1,33.44,Surburban,1,Brick&Mortar,Married,4,41,3,female
10,110.84,Surburban,0,Brick&Mortar,Married with children,5,49,2,male
4,131.49,Rural,1,Brick&Mortar,Married with children,2,18,4,male
1,236.5,Urban,0,Social,Married with children,3,34,6,male
12,150.07,Surburban,0,Web,Married,2,41,2,male
1,165.43,Urban,0,Web,Married with children,4,23,6,male
2,252.91,Urban,0,Web,Married with children,5,47,1,male
5,110.13,Surburban,0,Web,Single,1,25,9,female
5,132.13,Rural,1,Web,Single,2,20,7,male
10,46.54,Surburban,0,Brick&Mortar,Married,4,32,3,female
8,153.31,Surburban,0,Brick&Mortar,Married with children,5,28,10,female
6,964.65,Surburban,1,Social,Married with children,1,44,4,female
5,42.3,Urban,0,Brick&Mortar,Single,5,51,1,female
7,29.99,Surburban,0,Web,Single,4,40,2,female
6,139.82,Urban,1,Brick&Mortar,Married,3,38,3,male
8,91.89,Surburban,1,Brick&Mortar,Married,6,24,4,female
9,284.8,Rural,0,Web,Single,6,53,2,male
2,314.34,Urban,1,Web,Married,1,33,6,male
5,175.74,Urban,0,Brick&Mortar,Single,3,36,5,female
4,29.99,Rural,1,Web,Married,6,45,6,female
5,549.85,Urban,1,Web,Single,1,30,1,male
1,335.71,Surburban,0,Brick&Mortar,Married with children,4,34,5,male
9,167.29,Urban,0,Brick&Mortar,Single,5,47,6,male
7,57.14,Urban,1,Web,Married,4,32,2,male
5,311.6,Surburban,0,Web,Single,3,33,8,female
1,652.52,Urban,1,Social,Single,5,43,9,female
10,29.99,Rural,0,Web,Married with children,3,54,5,female
11,29.99,Urban,0,Brick&Mortar,Single,6,46,3,male
10,187.94,Surburban,0,Web,Married,5,55,5,male
12,645.38,Urban,1,Brick&Mortar,Single,2,50,3,female
1,833.25,Urban,1,Brick&Mortar,Single,6,52,10,female
3,69.66,Urban,1,Web,Married,5,30,3,male
11,131.17,Urban,1,Web,Married with children,3,42,8,female
9,359.65,Surburban,0,Social,Single,4,38,7,both
1,1367.58,Surburban,1,Brick&Mortar,Married,5,51,5,male
1,365.79,Urban,0,Brick&Mortar,Married with children,6,32,1,male
7,236.04,Surburban,0,Web,Married,4,38,8,both
4,330.13,Surburban,0,Web,Married,4,37,8,female
9,61.56,Urban,0,Brick&Mortar,Married,1,25,4,male
7,131.07,Urban,1,Brick&Mortar,Married with children,4,41,10,female
9,225.54,Urban,0,Web,Married with children,4,39,2,both
10,208.13,Rural,0,Brick&Mortar,Married,2,22,10,both
9,29.99,Rural,1,Brick&Mortar,Married,6,54,4,female
2,62.34,Urban,1,Brick&Mortar,Single,3,34,9,female
2,238.34,Surburban,1,Social,Married,5,50,9,female
2,176.04,Rural,1,Web,Married,6,51,4,female
9,121.3,Surburban,1,Web,Married,2,31,8,female
12,391.36,Surburban,0,Social,Single,5,51,1,female
7,63.51,Surburban,1,Brick&Mortar,Single,2,27,7,male
7,185.17,Urban,1,Brick&Mortar,Single,6,39,7,female
5,775.57,Urban,1,Brick&Mortar,Married,1,29,10,female
7,455.3,Surburban,1,Brick&Mortar,Married,4,37,10,male
3,42.04,Surburban,1,Brick&Mortar,Married with children,2,26,10,female
10,291,Urban,0,Web,Single,1,28,7,female
3,325.84,Rural,0,Web,Married with children,4,41,1,female
10,38.21,Rural,1,Web,Married with children,3,44,5,male
6,480.45,Urban,0,Social,Married,5,18,8,male
10,84.95,Urban,0,Brick&Mortar,Married with children,2,27,9,male
10,422.14,Urban,1,Brick&Mortar,Single,4,43,7,both
1,582.93,Surburban,1,Web,Married,3,36,5,male
10,526.41,Rural,1,Brick&Mortar,Single,6,23,10,female
3,342.64,Surburban,0,Brick&Mortar,Single,4,34,3,female
2,176.54,Urban,0,Web,Married,2,20,1,female
11,145.39,Surburban,0,Web,Married with children,5,49,5,female
2,939.58,Surburban,1,Social,Single,4,24,8,female
1,1777.61,Urban,1,Brick&Mortar,Married,3,32,8,both
9,1011.13,Urban,1,Web,Single,3,22,3,female
3,96.15,Urban,0,Brick&Mortar,Single,6,31,2,male
4,585.08,Rural,1,Brick&Mortar,Single,2,29,10,male
6,108.04,Surburban,1,Brick&Mortar,Married,5,47,10,female
2,73.89,Urban,0,Brick&Mortar,Married,5,47,2,female
7,65.01,Urban,0,Web,Married,3,33,6,female
6,85.71,Surburban,0,Web,Single,3,31,4,female
6,62.96,Surburban,1,Web,Married,6,53,3,male
3,691.05,Surburban,1,Brick&Mortar,Single,4,39,5,both
5,80.6,Surburban,1,Web,Single,5,50,9,female
7,184.69,Surburban,1,Web,Married,2,29,9,male
9,134.1,Urban,0,Web,Married,6,36,6,female
6,29.99,Surburban,0,Brick&Mortar,Married,4,37,7,male
8,152.11,Surburban,0,Web,Married with children,5,22,5,female
3,29.99,Surburban,0,Brick&Mortar,Married with children,4,26,5,male
9,29.99,Rural,1,Web,Married with children,3,41,5,female
5,189.25,Urban,0,Web,Married with children,5,44,10,female
2,591.15,Urban,1,Web,Married with children,6,42,7,male
3,507.32,Rural,1,Brick&Mortar,Married with children,2,37,9,both
11,29.99,Urban,0,Brick&Mortar,Married with children,6,53,5,male
10,81.62,Surburban,0,Web,Married with children,4,33,8,male
8,68.6,Rural,1,Web,Married,6,54,3,female
9,106.1,Urban,0,Web,Married with children,2,22,9,male
1,42.26,Urban,1,Web,Married with children,1,26,6,male
6,29.99,Surburban,0,Brick&Mortar,Married with children,5,43,3,male
4,29.99,Surburban,0,Brick&Mortar,Single,4,35,9,female
7,315.13,Rural,0,Web,Married with children,1,50,9,both
4,187.3,Urban,1,Web,Single,3,50,8,female
1,1853.3,Surburban,1,Social,Married with children,3,35,3,female
4,29.99,Urban,1,Web,Married,1,49,8,female
2,66.27,Surburban,0,Web,Married with children,2,21,2,male
8,426.95,Urban,1,Brick&Mortar,Married,2,19,5,female
12,186.58,Surburban,1,Web,Married,5,51,8,male
4,293.81,Urban,1,Brick&Mortar,Married with children,1,23,8,male
4,189.99,Rural,0,Web,Single,4,42,7,male
11,190.92,Surburban,1,Web,Single,6,54,10,male
7,275.16,Rural,0,Web,Married with children,2,24,9,female
1,449.77,Surburban,0,Brick&Mortar,Married with children,1,27,5,male
10,312.3,Surburban,1,Social,Married with children,2,25,5,both
1,1309.03,Urban,1,Social,Married with children,6,33,9,both
1,29.99,Urban,0,Web,Married with children,3,50,4,female
2,227.43,Urban,0,Web,Married,1,28,4,female
2,218.07,Rural,0,Web,Married with children,2,24,5,both
7,57.82,Urban,1,Brick&Mortar,Married with children,4,35,4,male
10,112.39,Urban,0,Web,Married,1,23,10,male
8,64.36,Surburban,1,Web,Married,4,38,9,male
1,90.07,Urban,1,Web,Single,5,44,2,female
1,30.93,Urban,1,Web,Married,2,55,9,female
2,607.79,Surburban,1,Brick&Mortar,Single,2,46,4,both
8,185.13,Surburban,0,Brick&Mortar,Married with children,4,33,8,male
5,189.36,Surburban,0,Brick&Mortar,Single,4,33,3,female
6,527.94,Urban,1,Brick&Mortar,Married with children,2,30,1,both
10,207.88,Surburban,0,Brick&Mortar,Single,2,30,1,female
3,718.05,Urban,1,Web,Single,6,52,5,male
10,29.99,Rural,1,Web,Married,4,41,8,female
10,75.12,Urban,1,Web,Married,6,46,2,male
3,511.94,Surburban,1,Brick&Mortar,Married,3,55,6,male
10,59.2,Rural,1,Brick&Mortar,Single,5,53,1,female
9,119,Surburban,0,Brick&Mortar,Married,2,26,6,female
5,201.22,Urban,0,Brick&Mortar,Married with children,4,37,8,male
10,426.64,Surburban,0,Web,Married,6,45,4,female
10,77.31,Urban,1,Web,Married,1,47,2,male
2,75.94,Urban,1,Brick&Mortar,Married with children,5,55,2,female
8,81.11,Urban,1,Web,Married,3,40,9,female
5,29.99,Urban,1,Web,Married with children,5,48,5,female
10,34.97,Surburban,0,Brick&Mortar,Married with children,2,20,4,male
4,384.69,Surburban,0,Web,Married,5,46,8,both
12,793.35,Urban,1,Brick&Mortar,Married with children,2,30,5,both
1,421.86,Rural,1,Social,Single,1,30,4,male
1,117.26,Rural,0,Web,Single,4,43,4,male
9,649.68,Rural,1,Social,Single,1,21,10,female
2,100.87,Surburban,0,Brick&Mortar,Married with children,1,25,1,female
12,39.2,Surburban,1,Brick&Mortar,Single,6,18,4,female
2,294.3,Urban,1,Brick&Mortar,Single,3,19,7,female
5,944.4,Surburban,1,Social,Married with children,2,20,10,female
1,308.13,Surburban,0,Web,Single,6,18,8,male
10,72.25,Surburban,1,Brick&Mortar,Married,6,26,2,male
11,39.18,Surburban,1,Brick&Mortar,Married with children,5,35,7,female
11,242.29,Rural,0,Web,Married with children,5,48,5,male
5,212.69,Surburban,0,Web,Single,1,47,9,male
11,281.17,Surburban,1,Brick&Mortar,Married,1,20,1,male
9,73.93,Surburban,1,Brick&Mortar,Married with children,2,24,4,male
9,29.99,Urban,1,Brick&Mortar,Married with children,3,54,8,male
1,693.07,Urban,1,Brick&Mortar,Married with children,4,32,5,both
7,29.99,Urban,0,Brick&Mortar,Married with children,4,39,5,male
5,81.26,Surburban,0,Web,Married with children,2,25,3,female
1,281.71,Urban,1,Social,Single,4,53,7,female
9,340.42,Surburban,1,Web,Married with children,2,47,9,female
6,29.99,Rural,0,Web,Single,5,52,9,male
10,331.83,Urban,0,Web,Single,1,27,8,male
4,342.91,Urban,0,Brick&Mortar,Married with children,6,54,7,male
9,261.46,Surburban,0,Brick&Mortar,Married with children,4,49,10,female
7,279.19,Urban,1,Brick&Mortar,Married,5,45,2,male
2,29.99,Urban,1,Brick&Mortar,Single,3,36,10,female
9,140.04,Surburban,0,Web,Married,3,37,1,male
3,226.04,Urban,0,Brick&Mortar,Married with children,4,31,8,male
1,108.53,Urban,1,Web,Married,1,37,6,male
4,426.79,Urban,1,Brick&Mortar,Single,3,34,5,female
1,522.65,Surburban,1,Brick&Mortar,Married with children,1,26,2,male
7,139.41,Surburban,1,Brick&Mortar,Married,2,21,10,male
2,173.79,Surburban,1,Web,Single,3,55,8,male
2,574.39,Rural,1,Social,Married with children,3,39,8,female
12,70.96,Surburban,0,Web,Married with children,3,52,5,male
2,29.99,Surburban,0,Brick&Mortar,Single,4,32,5,male
5,29.99,Surburban,1,Brick&Mortar,Married with children,6,45,3,male
9,213.48,Surburban,1,Web,Single,3,39,6,female
1,395.19,Rural,1,Brick&Mortar,Married with children,5,40,2,male
3,115.17,Urban,0,Brick&Mortar,Married,5,39,2,male
4,117.41,Surburban,0,Web,Married with children,2,23,1,female
1,83.3,Urban,1,Brick&Mortar,Married,1,31,9,male
7,198.29,Surburban,1,Web,Married with children,6,30,4,male
9,29.99,Urban,1,Web,Single,2,29,9,male
2,232.94,Surburban,1,Brick&Mortar,Single,3,33,6,both
10,231.86,Surburban,0,Social,Married,4,51,9,male
9,387.33,Surburban,1,Brick&Mortar,Married,3,35,7,male
1,448.86,Urban,0,Social,Married with children,3,23,9,female
12,69.08,Rural,0,Brick&Mortar,Married,6,26,8,female
5,254.22,Surburban,0,Web,Single,6,49,10,male
3,817.51,Urban,1,Web,Single,6,48,8,female
10,71.24,Surburban,1,Web,Married with children,6,48,4,male
12,385.02,Surburban,0,Social,Single,6,44,7,both
6,228.79,Urban,1,Web,Married with children,6,53,7,female
10,118.52,Surburban,1,Brick&Mortar,Married with children,2,25,9,male
8,29.99,Rural,0,Brick&Mortar,Single,2,21,2,female
10,112.61,Urban,1,Brick&Mortar,Married,3,20,5,male
1,145.75,Urban,0,Brick&Mortar,Married with children,1,28,1,female
1,120.97,Surburban,0,Web,Single,1,30,5,female
5,260.97,Urban,1,Web,Married with children,6,52,10,male
4,631.27,Urban,1,Brick&Mortar,Married with children,4,34,9,both
9,90.37,Rural,0,Brick&Mortar,Married,1,40,8,male
11,389.37,Surburban,0,Web,Single,4,34,7,both
7,348.78,Rural,1,Brick&Mortar,Single,5,53,5,female
6,447.01,Urban,1,Web,Married,4,43,9,female
7,29.99,Urban,1,Web,Married,5,38,6,female
2,661.58,Urban,1,Social,Single,6,54,2,both
2,45.07,Rural,1,Brick&Mortar,Single,1,26,10,male
11,93.59,Surburban,0,Web,Married,1,30,7,female
4,29.99,Urban,1,Web,Married,4,28,4,female
10,71.53,Urban,1,Brick&Mortar,Single,2,26,8,female
9,294.6,Surburban,1,Brick&Mortar,Single,1,22,10,female
5,29.99,Urban,0,Web,Married,4,32,3,male
2,241.1,Urban,1,Web,Single,3,37,2,female
8,394.16,Surburban,0,Web,Single,2,28,6,female
9,142.51,Surburban,1,Web,Single,2,31,3,male
11,48.87,Urban,0,Brick&Mortar,Married,2,23,3,male
2,93.12,Urban,1,Web,Married with children,5,44,9,male
1,87.98,Surburban,0,Web,Married,1,52,10,female
11,29.99,Surburban,1,Brick&Mortar,Married with children,3,34,3,female
1,208.89,Urban,0,Brick&Mortar,Married,3,35,6,female
10,29.99,Urban,1,Web,Single,5,22,10,female
9,72.97,Urban,1,Web,Married with children,1,31,8,male
9,103.42,Urban,1,Web,Married,4,43,5,female
5,494.97,Surburban,1,Web,Married,2,28,7,female
10,140.39,Surburban,1,Brick&Mortar,Single,3,39,7,female
1,438.42,Surburban,0,Social,Married with children,4,32,6,both
8,173.81,Urban,0,Brick&Mortar,Married,5,53,8,male
9,33.25,Surburban,0,Brick&Mortar,Married with children,3,35,4,male
10,31.65,Rural,1,Brick&Mortar,Married with children,2,24,1,male
10,87.39,Surburban,1,Web,Married with children,2,18,9,male
7,319.82,Surburban,0,Brick&Mortar,Single,2,28,4,female
6,62.18,Urban,0,Web,Single,6,44,2,male
1,487.57,Surburban,0,Web,Married,1,55,7,female
12,125.92,Urban,1,Web,Married,3,40,9,female
1,164.6,Urban,1,Web,Married,4,22,3,female
9,141.58,Urban,0,Brick&Mortar,Single,1,25,2,female
3,222.7,Rural,0,Web,Married with children,1,45,4,female
1,474.35,Rural,0,Social,Single,5,54,6,male
1,79.23,Urban,1,Web,Married,4,38,2,female
5,243.51,Urban,1,Brick&Mortar,Married with children,1,47,8,female
10,247.49,Urban,0,Brick&Mortar,Married with children,4,37,6,male
3,736.2,Rural,1,Web,Single,4,32,1,male
8,500.5,Surburban,1,Web,Single,1,28,4,male
4,394.43,Surburban,0,Brick&Mortar,Married,3,22,10,male
4,510.06,Urban,1,Web,Single,2,28,8,female
5,579.3,Urban,1,Web,Married,3,48,3,male
9,323.57,Urban,0,Web,Single,6,54,2,both
1,300.23,Surburban,0,Web,Married,3,32,3,both
2,551.44,Urban,1,Brick&Mortar,Married with children,4,36,3,female
10,175.39,Rural,0,Brick&Mortar,Single,3,35,7,male
4,127.66,Urban,0,Web,Married with children,5,54,8,female
9,103.87,Surburban,1,Brick&Mortar,Married,3,33,9,female
3,54.51,Urban,1,Brick&Mortar,Single,5,49,7,female
1,486.42,Rural,0,Social,Married with children,1,20,4,male
2,799.08,Urban,1,Web,Married with children,1,38,8,female
11,29.99,Rural,1,Brick&Mortar,Single,4,44,8,female
1,189.89,Surburban,1,Web,Married,4,41,5,female
6,67.58,Surburban,1,Brick&Mortar,Single,1,48,6,male
1,36.95,Rural,1,Web,Married with children,4,42,3,female
11,47.15,Urban,1,Web,Married with children,6,51,4,male
4,137.31,Urban,1,Web,Married with children,4,33,9,female
4,217.52,Rural,0,Brick&Mortar,Married,6,47,3,male
9,100.89,Urban,1,Web,Single,4,39,1,male
3,329.29,Surburban,0,Web,Single,4,41,3,male
10,418.43,Rural,0,Brick&Mortar,Married with children,5,48,1,female
3,426.11,Urban,0,Brick&Mortar,Married,3,41,3,both
3,50.04,Surburban,1,Web,Married with children,4,43,10,female
7,29.99,Surburban,1,Brick&Mortar,Married,3,44,4,male
10,32.34,Surburban,1,Web,Married with children,2,28,4,male
6,756.69,Urban,1,Web,Married,6,47,4,female
5,67.69,Surburban,1,Web,Married with children,2,31,7,female
2,85.21,Urban,0,Web,Married with children,3,34,2,male
2,235.72,Urban,0,Brick&Mortar,Married with children,4,38,10,female
9,109.97,Surburban,1,Web,Single,2,40,1,male
3,189.59,Surburban,0,Web,Married,1,22,5,male
5,370.68,Urban,0,Brick&Mortar,Single,2,29,3,female
7,146.12,Surburban,1,Brick&Mortar,Married,1,25,9,male
5,55,Urban,1,Brick&Mortar,Single,4,33,3,male
3,145.73,Surburban,1,Web,Married with children,4,20,1,male
6,320.14,Surburban,0,Brick&Mortar,Married with children,6,49,8,male
10,270.79,Surburban,0,Web,Married,4,21,4,both
5,36.92,Urban,1,Brick&Mortar,Single,5,51,2,female
9,31.46,Urban,1,Web,Single,2,30,8,female
1,511.17,Urban,1,Social,Married with children,6,55,1,male
9,100.24,Surburban,0,Brick&Mortar,Single,1,19,5,male
2,636.53,Surburban,1,Social,Married with children,6,48,1,both
1,95.09,Urban,0,Brick&Mortar,Single,5,53,9,male
1,29.99,Urban,1,Web,Single,5,43,9,female
2,1312.34,Surburban,1,Web,Married,3,42,1,male
11,156.84,Urban,0,Web,Single,2,19,7,male
3,353.05,Urban,0,Social,Married with children,1,53,3,male
12,75.63,Surburban,0,Web,Married with children,2,54,6,male
2,197.27,Surburban,1,Web,Single,1,24,5,female
3,295.24,Urban,1,Brick&Mortar,Single,1,36,4,both
10,113.48,Rural,1,Web,Married with children,2,30,5,male
7,84.85,Urban,0,Brick&Mortar,Married with children,1,24,9,female
12,55.69,Urban,0,Web,Married with children,5,45,4,male
2,473.34,Urban,0,Brick&Mortar,Single,4,35,3,female
4,146.71,Urban,0,Brick&Mortar,Married,3,33,8,male
6,46.4,Rural,1,Brick&Mortar,Married,3,39,2,male
9,210.88,Urban,1,Web,Married with children,5,22,4,female
3,225.5,Urban,1,Brick&Mortar,Married with children,5,55,10,male
9,33.92,Surburban,1,Brick&Mortar,Married with children,2,31,2,male
5,429.66,Rural,0,Social,Married with children,4,35,3,female
2,152.99,Urban,0,Web,Married with children,3,31,7,male
4,186.52,Urban,1,Web,Married,1,27,1,female
3,182.87,Urban,0,Web,Married,4,40,2,male
6,239,Surburban,0,Brick&Mortar,Married,1,23,6,female
4,58.79,Urban,1,Brick&Mortar,Single,3,49,3,male
1,665.74,Urban,1,Social,Married with children,1,21,5,both
6,54.61,Urban,1,Brick&Mortar,Married with children,4,43,10,male
10,248.86,Surburban,0,Social,Married with children,4,37,3,female
8,310.99,Surburban,0,Brick&Mortar,Married with children,4,43,10,female
2,123.07,Urban,1,Web,Married with children,5,53,3,male
8,210.24,Urban,1,Web,Married with children,6,51,6,male
11,152.31,Rural,1,Web,Married with children,2,27,1,female
7,29.99,Urban,0,Web,Married with children,6,55,4,male
4,29.99,Urban,0,Brick&Mortar,Married with children,1,26,10,female
8,472.16,Urban,0,Social,Married with children,1,20,2,both
2,104.87,Surburban,0,Brick&Mortar,Single,1,23,9,female
7,36.51,Surburban,0,Web,Married with children,6,54,1,male
5,397.91,Urban,1,Social,Single,6,25,4,female
12,42,Surburban,0,Brick&Mortar,Single,5,52,3,male
6,750.72,Urban,1,Web,Married,2,18,5,female
9,894.15,Urban,1,Social,Single,5,49,7,both
8,29.99,Surburban,1,Web,Single,4,42,8,male
8,340.97,Surburban,0,Brick&Mortar,Married with children,4,43,8,both
7,613.01,Surburban,1,Web,Single,4,41,5,both
9,29.99,Surburban,1,Brick&Mortar,Married,5,52,6,female
10,210.85,Urban,0,Web,Married with children,2,38,8,female
10,29.99,Surburban,1,Web,Single,4,44,6,female
4,80.23,Rural,0,Web,Married with children,1,43,4,female
6,164.5,Urban,0,Brick&Mortar,Single,5,32,9,female
1,1062.92,Urban,1,Social,Married with children,2,39,1,female
5,745.67,Surburban,1,Social,Married,4,37,4,male
2,98.67,Surburban,0,Brick&Mortar,Single,5,52,4,female
4,64.59,Urban,1,Web,Married with children,4,33,2,male
2,69.17,Urban,0,Web,Married with children,4,43,9,male
3,137.59,Urban,1,Brick&Mortar,Married with children,5,50,9,male
4,504.98,Surburban,1,Brick&Mortar,Single,5,51,10,male
7,29.99,Rural,0,Brick&Mortar,Married with children,4,40,2,male
9,523.66,Urban,1,Social,Married,5,50,2,female
5,403.76,Urban,0,Social,Married,4,38,5,both
4,229.51,Urban,1,Social,Married,3,35,4,male
1,29.99,Rural,0,Brick&Mortar,Married,3,43,10,male
1,202.76,Urban,1,Brick&Mortar,Married with children,2,20,3,female
5,74.38,Surburban,0,Brick&Mortar,Single,5,29,6,female
2,282.39,Urban,1,Brick&Mortar,Married with children,3,40,8,male
11,367.9,Urban,0,Web,Married,4,32,8,male
6,165.24,Urban,0,Web,Single,6,51,2,male
1,439.78,Urban,1,Brick&Mortar,Married with children,1,24,10,both
1,161.03,Urban,1,Brick&Mortar,Single,1,21,2,male
10,134.01,Urban,1,Brick&Mortar,Single,1,55,3,female
1,119,Surburban,0,Web,Married,4,39,3,female
7,183.7,Urban,0,Web,Married,3,32,5,female
4,47.7,Urban,1,Web,Single,2,28,9,female
7,29.99,Surburban,1,Web,Single,1,22,8,male
11,68.53,Surburban,1,Web,Married,5,47,2,female
3,857.34,Surburban,1,Social,Single,1,21,2,both
9,29.99,Rural,0,Brick&Mortar,Married with children,2,31,3,female
5,135,Urban,0,Brick&Mortar,Single,5,51,3,female
10,261.12,Urban,1,Social,Married with children,1,42,2,female
9,50.32,Urban,1,Brick&Mortar,Married,3,32,9,female
7,46.51,Rural,1,Web,Married,3,38,6,male
7,189.59,Urban,1,Brick&Mortar,Married,4,38,3,male
2,29.99,Urban,0,Web,Single,4,21,8,female
2,193.33,Surburban,0,Brick&Mortar,Married,4,41,6,male
2,29.99,Urban,0,Web,Single,2,21,5,female
2,29.99,Surburban,1,Brick&Mortar,Married,6,48,3,female
7,247.45,Urban,1,Web,Married,4,42,4,male
11,420.15,Urban,0,Web,Married,5,45,7,female
3,78.08,Urban,0,Web,Married,2,45,8,female
3,102.6,Urban,0,Web,Single,4,41,7,male
2,285.27,Surburban,0,Brick&Mortar,Married with children,5,25,2,male
9,35.94,Surburban,1,Brick&Mortar,Married,5,41,5,male
6,371.95,Urban,0,Web,Single,4,55,8,male
5,282.93,Urban,0,Web,Married,4,43,5,female
8,94.87,Urban,1,Brick&Mortar,Single,3,41,4,male
9,44.97,Surburban,1,Web,Single,5,47,8,male
10,193.08,Urban,1,Web,Married with children,3,35,9,male
6,89.49,Urban,1,Brick&Mortar,Married with children,4,41,7,female
2,29.99,Rural,0,Brick&Mortar,Single,2,25,1,male
5,205.74,Urban,1,Web,Married,2,25,7,male
5,165.15,Urban,0,Brick&Mortar,Married with children,5,42,5,female
4,29.99,Urban,0,Web,Married,5,48,5,female
5,241.66,Urban,0,Web,Married with children,4,39,8,male
6,232.51,Urban,0,Web,Married with children,6,44,10,male
9,54.24,Surburban,0,Brick&Mortar,Married with children,1,28,7,male
10,277.84,Urban,1,Web,Single,2,37,8,male
6,29.99,Surburban,1,Web,Married,3,28,1,female
7,544.3,Surburban,1,Brick&Mortar,Married,3,25,3,female
5,49.56,Surburban,0,Brick&Mortar,Married,3,35,2,female
7,201.3,Surburban,1,Brick&Mortar,Married with children,6,52,6,female
1,196.72,Urban,1,Brick&Mortar,Married,4,40,5,male
2,184.31,Surburban,0,Brick&Mortar,Single,4,20,1,male
8,945.47,Surburban,1,Web,Married,4,39,2,male
